DateTime,Players
2017-12-21,1901658.0
2017-12-22,2912831.0
2017-12-23,2893414.0
2017-12-24,2701140.0
2017-12-25,2720182.0
2017-12-26,2879002.0
2017-12-27,2911567.0
2017-12-28,2940119.0
2017-12-29,3105063.0
2017-12-30,3027050.0
2017-12-31,2735776.0
2018-01-01,2792515.0
2018-01-02,2987585.0
2018-01-03,2948824.0
2018-01-04,2908153.0
2018-01-05,3111095.0
2018-01-06,3165053.0
2018-01-07,3028424.0
2018-01-08,2916008.0
2018-01-09,2882162.0
2018-01-10,2821337.0
2018-01-11,2608675.0
2018-01-12,3119191.0
2018-01-13,3257248.0
2018-01-14,3149524.0
2018-01-15,3035560.0
2018-01-16,2984565.0
2018-01-17,3021621.0
2018-01-18,2995704.0
2018-01-19,3082953.0
2018-01-20,3156713.0
2018-01-21,3088609.0
2018-01-22,2975607.0
2018-01-23,2972069.0
2018-01-24,2935037.0
2018-01-25,2655842.0
2018-01-26,3034540.0
2018-01-27,3092549.0
2018-01-28,3071708.0
2018-01-29,2915453.0
2018-01-30,2940731.0
2018-01-31,2894346.0
2018-02-01,2734796.0
2018-02-02,2811749.0
2018-02-03,2957507.0
2018-02-04,2933527.0
2018-02-05,2820516.0
2018-02-06,2803438.0
2018-02-07,2543501.0
2018-02-08,2750007.0
2018-02-09,2679866.0
2018-02-10,2690449.0
2018-02-11,2700520.0
2018-02-12,2540839.0
2018-02-13,2434563.0
2018-02-14,2177418.0
2018-02-15,1684566.0
2018-02-16,2041561.0
2018-02-17,2165638.0
2018-02-18,2258546.0
2018-02-19,2233947.0
2018-02-20,2316442.0
2018-02-21,2437625.0
2018-02-22,2187318.0
2018-02-23,2597848.0
2018-02-24,2713437.0
2018-02-25,2750196.0
2018-02-26,2498316.0
2018-02-27,2712416.0
2018-02-28,2731402.0
2018-03-01,2646691.0
2018-03-02,2670202.0
2018-03-03,2802807.0
2018-03-04,2697444.0
2018-03-05,2603557.0
2018-03-06,2597254.0
2018-03-07,2611750.0
2018-03-08,2546480.0
2018-03-09,2652781.0
2018-03-10,2736269.0
2018-03-11,2608166.0
2018-03-12,2464229.0
2018-03-13,2100904.0
2018-03-14,2519524.0
2018-03-15,2508880.0
2018-03-16,2724247.0
2018-03-17,2807003.0
2018-03-18,2613261.0
2018-03-19,2466420.0
2018-03-20,2435565.0
2018-03-21,2402488.0
