DateTime,Players
2016-09-16,4928.0
2016-09-17,5228.0
2016-09-18,4960.0
2016-09-19,4037.0
2016-09-20,3489.0
2016-09-21,2853.0
2016-09-22,2536.0
2016-09-23,2392.0
2016-09-24,2944.0
2016-09-25,2953.0
2016-09-26,2265.0
2016-09-27,1710.0
2016-09-28,1552.0
2016-09-29,1482.0
2016-09-30,1457.0
2016-10-01,1870.0
2016-10-02,1725.0
2016-10-03,1305.0
2016-10-04,1203.0
2016-10-05,1098.0
2016-10-06,1108.0
2016-10-07,1337.0
2016-10-08,1673.0
2016-10-09,1739.0
2016-10-10,1340.0
2016-10-11,1068.0
2016-10-12,999.0
2016-10-13,922.0
2016-10-14,905.0
2016-10-15,1187.0
2016-10-16,1283.0
2016-10-17,1086.0
2016-10-18,791.0
2016-10-19,764.0
2016-10-20,676.0
2016-10-21,799.0
2016-10-22,977.0
2016-10-23,1024.0
2016-10-24,813.0
2016-10-25,638.0
2016-10-26,595.0
2016-10-27,581.0
2016-10-28,611.0
2016-10-29,893.0
2016-10-30,1043.0
2016-10-31,796.0
2016-11-01,720.0
2016-11-02,651.0
2016-11-03,631.0
2016-11-04,626.0
2016-11-05,832.0
2016-11-06,853.0
2016-11-07,650.0
2016-11-08,532.0
2016-11-09,482.0
2016-11-10,447.0
2016-11-11,575.0
2016-11-12,742.0
2016-11-13,728.0
2016-11-14,560.0
2016-11-15,463.0
2016-11-16,458.0
2016-11-17,422.0
2016-11-18,431.0
2016-11-19,579.0
2016-11-20,634.0
2016-11-21,508.0
2016-11-22,420.0
2016-11-23,432.0
2016-11-24,499.0
2016-11-25,421.0
2016-11-26,600.0
2016-11-27,675.0
2016-11-28,510.0
2016-11-29,437.0
2016-11-30,405.0
2016-12-01,359.0
2016-12-02,393.0
2016-12-03,546.0
2016-12-04,559.0
2016-12-05,447.0
2016-12-06,369.0
2016-12-07,370.0
2016-12-08,363.0
2016-12-09,423.0
2016-12-10,520.0
2016-12-11,562.0
2016-12-12,419.0
2016-12-13,343.0
2016-12-14,335.0
