DateTime,Players
2019-02-15,12437
2019-02-16,16975
2019-02-17,16867
2019-02-18,12406
2019-02-19,9536
2019-02-20,8845
2019-02-21,7434
2019-02-22,7384
2019-02-23,9084
2019-02-24,8412
2019-02-25,6095
2019-02-26,4810
2019-02-27,4420
2019-02-28,4041
2019-03-01,4158
2019-03-02,5467
2019-03-03,5425
2019-03-04,3775
2019-03-05,3173
2019-03-06,2901
2019-03-07,2809
2019-03-08,2841
2019-03-09,3794
2019-03-10,3869
2019-03-11,2738
2019-03-12,2231
2019-03-13,2142
2019-03-14,2006
2019-03-15,2135
2019-03-16,2693
2019-03-17,2782
2019-03-18,1977
2019-03-19,1604
2019-03-20,1531
2019-03-21,1512
2019-03-22,3039
2019-03-23,5296
2019-03-24,6806
2019-03-25,5032
2019-03-26,4266
2019-03-27,3697
2019-03-28,3344
2019-03-29,3399
2019-03-30,3976
2019-03-31,4093
2019-04-01,2723
2019-04-02,2255
2019-04-03,2124
2019-04-04,1928
2019-04-05,2127
2019-04-06,2670
2019-04-07,2796
2019-04-08,1839
2019-04-09,1681
2019-04-10,1595
2019-04-11,1487
2019-04-12,1581
2019-04-13,2085
2019-04-14,2160
2019-04-15,1425
2019-04-16,1253
2019-04-17,1185
2019-04-18,1217
2019-04-19,1531
2019-04-20,1566
2019-04-21,1588
2019-04-22,1353
2019-04-23,1063
2019-04-24,987
2019-04-25,977
2019-04-26,1109
2019-04-27,1299
2019-04-28,1462
2019-04-29,1011
2019-04-30,955
2019-05-01,1088
2019-05-02,928
2019-05-03,973
2019-05-04,1196
2019-05-05,1305
2019-05-06,869
2019-05-07,833
2019-05-08,795
2019-05-09,768
2019-05-10,816
2019-05-11,1037
2019-05-12,1096
2019-05-13,732
2019-05-14,701
2019-05-15,646
2019-05-16,668
