DateTime,Players
2021-01-28,49
2021-01-29,91
2021-01-30,217
2021-01-31,383
2021-02-01,468
2021-02-02,558
2021-02-03,620
2021-02-04,652
2021-02-05,690
2021-02-06,836
2021-02-07,913
2021-02-08,718
2021-02-09,709
2021-02-10,701
2021-02-11,711
2021-02-12,718
2021-02-13,874
2021-02-14,839
2021-02-15,712
2021-02-16,664
2021-02-17,621
2021-02-18,624
2021-02-19,615
2021-02-20,713
2021-02-21,700
2021-02-22,552
2021-02-23,532
2021-02-24,491
2021-02-25,507
2021-02-26,500
2021-02-27,596
2021-02-28,598
2021-03-01,500
2021-03-02,480
2021-03-03,418
2021-03-04,432
2021-03-05,428
2021-03-06,533
2021-03-07,560
2021-03-08,391
2021-03-09,376
2021-03-10,342
2021-03-11,374
2021-03-12,364
2021-03-13,470
2021-03-14,484
2021-03-15,328
2021-03-16,325
2021-03-17,348
2021-03-18,299
2021-03-19,321
2021-03-20,436
2021-03-21,441
2021-03-22,303
2021-03-23,283
2021-03-24,293
2021-03-25,310
2021-03-26,338
2021-03-27,450
2021-03-28,438
2021-03-29,368
2021-03-30,329
2021-03-31,317
2021-04-01,325
2021-04-02,358
2021-04-03,412
2021-04-04,404
2021-04-05,402
2021-04-06,333
2021-04-07,310
2021-04-08,318
2021-04-09,314
2021-04-10,371
2021-04-11,377
2021-04-12,277
2021-04-13,242
2021-04-14,270
2021-04-15,244
2021-04-16,270
2021-04-17,348
2021-04-18,382
2021-04-19,257
2021-04-20,246
2021-04-21,243
2021-04-22,241
2021-04-23,246
2021-04-24,315
2021-04-25,310
2021-04-26,241
2021-04-27,243
2021-04-28,222
