DateTime,Players
2022-11-17,273
2022-11-18,468
2022-11-19,673
2022-11-20,848
2022-11-21,693
2022-11-22,690
2022-11-23,700
2022-11-24,695
2022-11-25,740
2022-11-26,827
2022-11-27,863
2022-11-28,536
2022-11-29,471
2022-11-30,430
2022-12-01,415
2022-12-02,402
2022-12-03,477
2022-12-04,469
2022-12-05,348
2022-12-06,316
2022-12-07,256
2022-12-08,253
2022-12-09,270
2022-12-10,292
2022-12-11,340
2022-12-12,244
2022-12-13,208
2022-12-14,198
2022-12-15,183
2022-12-16,203
2022-12-17,230
2022-12-18,243
2022-12-19,197
2022-12-20,184
2022-12-21,174
2022-12-22,160
2022-12-23,201
2022-12-24,249
2022-12-25,270
2022-12-26,247
2022-12-27,272
2022-12-28,248
2022-12-29,255
2022-12-30,258
2022-12-31,278
2023-01-01,295
2023-01-02,287
2023-01-03,258
2023-01-04,247
2023-01-05,272
2023-01-06,266
2023-01-07,267
2023-01-08,291
2023-01-09,213
2023-01-10,182
2023-01-11,168
2023-01-12,163
2023-01-13,198
2023-01-14,256
2023-01-15,238
2023-01-16,167
2023-01-17,156
2023-01-18,166
2023-01-19,178
2023-01-20,174
2023-01-21,197
2023-01-22,200
2023-01-23,157
2023-01-24,153
2023-01-25,140
2023-01-26,133
2023-01-27,176
2023-01-28,208
2023-01-29,227
2023-01-30,186
2023-01-31,208
2023-02-01,196
2023-02-02,237
2023-02-03,247
2023-02-04,296
2023-02-05,380
2023-02-06,272
2023-02-07,280
2023-02-08,281
2023-02-09,286
2023-02-10,280
2023-02-11,314
2023-02-12,322
2023-02-13,211
2023-02-14,194
2023-02-15,193
