DateTime,Players
2017-08-27,54561.0
2017-08-28,42672.0
2017-08-29,50786.0
2017-08-30,54330.0
2017-08-31,57486.0
2017-09-01,58987.0
2017-09-02,70493.0
2017-09-03,77158.0
2017-09-04,73391.0
2017-09-05,60150.0
2017-09-06,58061.0
2017-09-07,57485.0
2017-09-08,61942.0
2017-09-09,72898.0
2017-09-10,78460.0
2017-09-11,61496.0
2017-09-12,58387.0
2017-09-13,56195.0
2017-09-14,54915.0
2017-09-15,57320.0
2017-09-16,68976.0
2017-09-17,73862.0
2017-09-18,57010.0
2017-09-19,53273.0
2017-09-20,52355.0
2017-09-21,52363.0
2017-09-22,54759.0
2017-09-23,66436.0
2017-09-24,71028.0
2017-09-25,54653.0
2017-09-26,46846.0
2017-09-27,49901.0
2017-09-28,49105.0
2017-09-29,52151.0
2017-09-30,63854.0
2017-10-01,68850.0
2017-10-02,54167.0
2017-10-03,53254.0
2017-10-04,49819.0
2017-10-05,47210.0
2017-10-06,52015.0
2017-10-07,61080.0
2017-10-08,66564.0
2017-10-09,54469.0
2017-10-10,49140.0
2017-10-11,44824.0
2017-10-12,46855.0
2017-10-13,50163.0
2017-10-14,59043.0
2017-10-15,62033.0
2017-10-16,48665.0
2017-10-17,44798.0
2017-10-18,44258.0
2017-10-19,42324.0
2017-10-20,47575.0
2017-10-21,57778.0
2017-10-22,61638.0
2017-10-23,47777.0
2017-10-24,44123.0
2017-10-25,43154.0
2017-10-26,39913.0
2017-10-27,46763.0
2017-10-28,57943.0
2017-10-29,63146.0
2017-10-30,49773.0
2017-10-31,47014.0
2017-11-01,47557.0
2017-11-02,46230.0
2017-11-03,48621.0
2017-11-04,60252.0
2017-11-05,63504.0
2017-11-06,44034.0
2017-11-07,41435.0
2017-11-08,40274.0
2017-11-09,40365.0
2017-11-10,45870.0
2017-11-11,53934.0
2017-11-12,56114.0
2017-11-13,43022.0
2017-11-14,40321.0
2017-11-15,39239.0
2017-11-16,38936.0
2017-11-17,43271.0
2017-11-18,51330.0
2017-11-19,53231.0
2017-11-20,43268.0
2017-11-21,41155.0
2017-11-22,41647.0
2017-11-23,43121.0
2017-11-24,48699.0
2017-11-25,52549.0
