DateTime,Players
2020-12-10,1054388
2020-12-11,985286
2020-12-12,1054386
2020-12-13,1047602
2020-12-14,837390
2020-12-15,736047
2020-12-16,646103
2020-12-17,580760
2020-12-18,533936
2020-12-19,564508
2020-12-20,525716
2020-12-21,418174
2020-12-22,378056
2020-12-23,333086
2020-12-24,303464
2020-12-25,302590
2020-12-26,328832
2020-12-27,318838
2020-12-28,262070
2020-12-29,245485
2020-12-30,227393
2020-12-31,206338
2021-01-01,225963
2021-01-02,225555
2021-01-03,212553
2021-01-04,165422
2021-01-05,153736
2021-01-06,147788
2021-01-07,134369
2021-01-08,131265
2021-01-09,149156
2021-01-10,144975
2021-01-11,101182
2021-01-12,94502
2021-01-13,87774
2021-01-14,83654
2021-01-15,84057
2021-01-16,103442
2021-01-17,101699
2021-01-18,72083
2021-01-19,66832
2021-01-20,62423
2021-01-21,59527
2021-01-22,60603
2021-01-23,79080
2021-01-24,80463
2021-01-25,55555
2021-01-26,51714
2021-01-27,48838
2021-01-28,42148
2021-01-29,48014
2021-01-30,60278
2021-01-31,60685
2021-02-01,42042
2021-02-02,40160
2021-02-03,37521
2021-02-04,36033
2021-02-05,34662
2021-02-06,45041
2021-02-07,47272
2021-02-08,33686
2021-02-09,32565
2021-02-10,30976
2021-02-11,29097
2021-02-12,30141
2021-02-13,36873
2021-02-14,37656
2021-02-15,29021
2021-02-16,27625
2021-02-17,25329
2021-02-18,24856
2021-02-19,24546
2021-02-20,28798
2021-02-21,29731
2021-02-22,23144
2021-02-23,22476
2021-02-24,20013
2021-02-25,19505
2021-02-26,20110
2021-02-27,25110
2021-02-28,25777
2021-03-01,18071
2021-03-02,17188
2021-03-03,16725
2021-03-04,16656
2021-03-05,17917
2021-03-06,22532
2021-03-07,22965
2021-03-08,17230
2021-03-09,15427
2021-03-10,14756
