DateTime,Players
2016-11-28,1243.0
2016-11-29,18137.0
2016-11-30,10602.0
2016-12-01,15518.0
2016-12-02,15156.0
2016-12-03,16644.0
2016-12-04,15225.0
2016-12-05,10474.0
2016-12-06,9561.0
2016-12-07,8356.0
2016-12-08,8160.0
2016-12-09,8261.0
2016-12-10,9358.0
2016-12-11,8674.0
2016-12-12,5625.0
2016-12-13,5280.0
2016-12-14,4725.0
2016-12-15,4550.0
2016-12-16,4904.0
2016-12-17,5875.0
2016-12-18,5347.0
2016-12-19,3945.0
2016-12-20,3792.0
2016-12-21,3655.0
2016-12-22,3550.0
2016-12-23,6287.0
2016-12-24,8974.0
2016-12-25,10113.0
2016-12-26,10739.0
2016-12-27,10640.0
2016-12-28,10114.0
2016-12-29,9852.0
2016-12-30,10384.0
2016-12-31,9866.0
2017-01-01,9976.0
2017-01-02,9502.0
2017-01-03,7769.0
2017-01-04,7090.0
2017-01-05,6301.0
2017-01-06,6419.0
2017-01-07,7231.0
2017-01-08,6489.0
2017-01-09,3816.0
2017-01-10,3877.0
2017-01-11,3728.0
2017-01-12,3524.0
2017-01-13,5090.0
2017-01-14,7621.0
2017-01-15,8443.0
2017-01-16,6479.0
2017-01-17,5969.0
2017-01-18,5553.0
2017-01-19,4858.0
2017-01-20,4805.0
2017-01-21,5711.0
2017-01-22,5430.0
2017-01-23,3636.0
2017-01-24,3398.0
2017-01-25,3272.0
2017-01-26,3172.0
2017-01-27,3127.0
2017-01-28,3933.0
2017-01-29,4049.0
2017-01-30,2728.0
2017-01-31,2685.0
2017-02-01,2685.0
2017-02-02,2602.0
2017-02-03,2569.0
2017-02-04,3279.0
2017-02-05,3250.0
2017-02-06,2129.0
2017-02-07,2057.0
2017-02-08,2125.0
2017-02-09,1906.0
2017-02-10,1987.0
2017-02-11,2565.0
2017-02-12,2557.0
2017-02-13,1770.0
2017-02-14,1621.0
2017-02-15,1723.0
2017-02-16,1673.0
2017-02-17,1822.0
2017-02-18,2357.0
2017-02-19,2302.0
2017-02-20,1711.0
2017-02-21,1627.0
2017-02-22,1678.0
2017-02-23,1538.0
2017-02-24,1701.0
2017-02-25,1986.0
2017-02-26,2029.0
