DateTime,Players
2014-11-01,16946.0
2014-11-17,13908.0
2014-11-18,14165.0
2014-11-19,14078.0
2014-11-20,13378.0
2014-11-21,13283.0
2014-11-22,16910.0
2014-11-23,16481.0
2014-11-24,11734.0
2014-11-25,11140.0
2014-11-26,10981.0
2014-11-27,10631.0
2014-11-28,10911.0
2014-11-29,11242.0
2014-11-30,11010.0
2014-12-01,10395.0
2014-12-02,7055.0
2014-12-03,6599.0
2014-12-04,6417.0
2014-12-05,6724.0
2014-12-06,8912.0
2014-12-07,8735.0
2014-12-08,5814.0
2014-12-09,5465.0
2014-12-10,5060.0
2014-12-11,5125.0
2014-12-12,6679.0
2014-12-13,7160.0
2014-12-14,6971.0
2014-12-15,4710.0
2014-12-16,4475.0
2014-12-17,4279.0
2014-12-18,4639.0
2014-12-19,5785.0
2014-12-20,6062.0
2014-12-21,6062.0
2014-12-22,4980.0
2014-12-23,4741.0
2014-12-24,7739.0
2014-12-25,10000.0
2014-12-26,10402.0
2014-12-27,10523.0
2014-12-28,10298.0
2014-12-29,8557.0
2014-12-30,8010.0
2014-12-31,9236.0
2015-01-01,9663.0
2015-01-02,9401.0
2015-01-03,9738.0
2015-01-04,9375.0
2015-01-05,6342.0
2015-01-06,5913.0
2015-01-07,5440.0
2015-01-08,5316.0
2015-01-09,7016.0
2015-01-10,7016.0
2015-01-11,6836.0
2015-01-12,4431.0
2015-01-13,4274.0
2015-01-14,3990.0
2015-01-15,4070.0
2015-01-16,5409.0
2015-01-17,5846.0
2015-01-18,5525.0
2015-01-19,4058.0
2015-01-20,3407.0
2015-01-21,3276.0
2015-01-22,3498.0
2015-01-23,4685.0
2015-01-24,4902.0
2015-01-25,4618.0
2015-01-26,3127.0
2015-01-27,2785.0
2015-01-28,2732.0
2015-01-29,2858.0
2015-01-30,3882.0
