DateTime,Players
2023-01-23,1602
2023-01-24,4719
2023-01-25,5986
2023-01-26,6700
2023-01-27,7418
2023-01-28,8550
2023-01-29,9145
2023-01-30,7073
2023-01-31,6302
2023-02-01,5229
2023-02-02,4699
2023-02-03,4616
2023-02-04,5139
2023-02-05,4707
2023-02-06,3009
2023-02-07,2889
2023-02-08,2513
2023-02-09,2333
2023-02-10,2446
2023-02-11,2773
2023-02-12,2709
2023-02-13,1789
2023-02-14,1627
2023-02-15,1632
2023-02-16,1536
2023-02-17,1616
2023-02-18,2089
2023-02-19,2030
2023-02-20,1473
2023-02-21,1288
2023-02-22,1230
2023-02-23,1164
2023-02-24,1182
2023-02-25,1483
2023-02-26,1527
2023-02-27,1038
2023-02-28,977
2023-03-01,877
2023-03-02,989
2023-03-03,2261
2023-03-04,3943
2023-03-05,4989
2023-03-06,4015
2023-03-07,3978
2023-03-08,3750
2023-03-09,3944
2023-03-10,3736
2023-03-11,4172
2023-03-12,3824
2023-03-13,2610
2023-03-14,2339
2023-03-15,2054
2023-03-16,1899
2023-03-17,2909
2023-03-18,4106
2023-03-19,4948
2023-03-20,3921
2023-03-21,4042
2023-03-22,3977
2023-03-23,4036
2023-03-24,3928
2023-03-25,4360
2023-03-26,4154
2023-03-27,2872
2023-03-28,2635
2023-03-29,2392
2023-03-30,2296
2023-03-31,2329
2023-04-01,2805
2023-04-02,2901
2023-04-03,1916
2023-04-04,1878
2023-04-05,1702
2023-04-06,1726
2023-04-07,1957
2023-04-08,2071
2023-04-09,1996
2023-04-10,1685
2023-04-11,1376
2023-04-12,1278
2023-04-13,1270
2023-04-14,1344
2023-04-15,1630
2023-04-16,1722
2023-04-17,1162
2023-04-18,1136
2023-04-19,1035
2023-04-20,1070
2023-04-21,1133
2023-04-22,1371
2023-04-23,1432
