DateTime,Players
2013-11-26,16021.0
2013-11-27,15686.0
2013-11-28,15024.0
2013-11-29,16049.0
2013-11-30,15666.0
2013-12-01,15606.0
2013-12-02,10597.0
2013-12-03,9835.0
2013-12-04,9139.0
2013-12-05,9281.0
2013-12-06,11088.0
2013-12-07,11261.0
2013-12-08,10609.0
2013-12-09,7865.0
2013-12-10,6799.0
2013-12-11,7915.0
2013-12-12,8398.0
2013-12-13,10113.0
2013-12-14,10201.0
2013-12-15,9733.0
2013-12-16,7365.0
2013-12-17,6778.0
2013-12-18,6040.0
2013-12-19,6330.0
2013-12-20,7230.0
2013-12-21,6992.0
2013-12-22,6036.0
2013-12-23,5876.0
2013-12-24,6017.0
2013-12-25,6072.0
2013-12-26,6442.0
2013-12-27,6696.0
2013-12-28,12280.0
2013-12-29,12293.0
2013-12-30,10882.0
2013-12-31,10439.0
2014-01-01,10635.0
2014-01-02,8962.0
2014-01-03,10593.0
2014-01-04,10649.0
2014-01-05,10585.0
2014-01-06,8258.0
2014-01-07,7529.0
2014-01-08,6387.0
2014-01-09,6074.0
2014-01-10,7381.0
2014-01-11,7337.0
2014-01-12,6977.0
2014-01-13,5243.0
2014-01-14,4889.0
2014-01-15,4533.0
2014-01-16,4870.0
2014-01-17,5948.0
2014-01-18,6317.0
2014-01-19,5896.0
2014-01-20,5077.0
2014-01-21,4382.0
2014-01-22,4208.0
2014-01-23,4199.0
2014-01-24,5446.0
2014-01-25,5728.0
2014-01-26,5503.0
2014-01-27,2693.0
2014-01-28,3751.0
2014-01-29,3632.0
2014-01-30,3441.0
2014-01-31,4355.0
2014-02-01,4722.0
2014-02-02,4513.0
2014-02-03,3253.0
2014-02-04,3031.0
2014-02-05,2842.0
2014-02-06,2897.0
2014-02-07,3737.0
2014-02-08,3990.0
2014-02-09,3799.0
2014-02-10,2776.0
2014-02-11,2603.0
2014-02-12,2556.0
2014-02-13,2534.0
2014-02-14,3295.0
2014-02-15,3435.0
2014-02-16,3280.0
2014-02-17,2665.0
