DateTime,Players
2017-12-11,1.0
2017-12-12,1.0
2017-12-13,4.0
2017-12-14,3.0
2017-12-15,2.0
2017-12-16,3.0
2017-12-20,1.0
2017-12-21,1.0
2017-12-22,1.0
2018-01-03,2.0
2018-01-04,3.0
2018-01-05,3.0
2018-01-06,2.0
2018-01-07,1.0
2018-01-08,1.0
2018-01-09,3.0
2018-01-10,3.0
2018-01-11,5.0
2018-01-12,4.0
2018-01-13,6.0
2018-01-14,4.0
2018-01-15,5.0
2018-01-16,9.0
2018-01-17,12.0
2018-01-18,13.0
2018-01-19,11.0
2018-01-20,8.0
2018-01-21,2.0
2018-01-22,10.0
2018-01-23,13.0
2018-01-24,11.0
2018-01-25,14.0
2018-01-26,13.0
2018-01-27,13.0
2018-01-28,5.0
2018-01-29,12.0
2018-01-30,13.0
2018-01-31,12.0
2018-02-01,14.0
2018-02-02,13.0
2018-02-03,13.0
2018-02-04,2.0
2018-02-05,12.0
2018-02-06,14.0
2018-02-07,17.0
2018-02-08,16.0
2018-02-09,16.0
2018-02-10,14.0
2018-02-12,21.0
2018-02-13,22.0
2018-02-14,27.0
2018-02-15,26.0
2018-02-16,25.0
2018-02-17,26.0
2018-02-18,9.0
2018-02-19,13.0
2018-02-20,15.0
