DateTime,Players
2013-03-25,63874.0
2013-03-26,65332.0
2013-03-27,52308.0
2013-03-28,42749.0
2013-03-29,39309.0
2013-03-30,37426.0
2013-03-31,34281.0
2013-04-01,27908.0
2013-04-02,18993.0
2013-04-03,17187.0
2013-04-04,15695.0
2013-04-05,19678.0
2013-04-06,19644.0
2013-04-07,18562.0
2013-04-08,11584.0
2013-04-09,10056.0
2013-04-10,9229.0
2013-04-11,9416.0
2013-04-12,12396.0
2013-04-13,12398.0
2013-04-14,11736.0
2013-04-15,7112.0
2013-04-16,6673.0
2013-04-17,6312.0
2013-04-18,6589.0
2013-04-19,8354.0
2013-04-20,8811.0
2013-04-21,8231.0
2013-04-22,5384.0
2013-04-23,4807.0
2013-04-24,4459.0
2013-04-25,4780.0
2013-04-26,6336.0
2013-04-27,6768.0
2013-04-28,6215.0
2013-04-29,4050.0
2013-04-30,4279.0
2013-05-01,5163.0
2013-05-02,3956.0
2013-05-03,5070.0
2013-05-04,5178.0
2013-05-05,4871.0
2013-05-06,3284.0
2013-05-07,3284.0
2013-05-08,3284.0
2013-05-09,3274.0
2013-05-10,4123.0
2013-05-11,4207.0
2013-05-12,3936.0
2013-05-13,2821.0
2013-05-14,2631.0
2013-05-15,2432.0
2013-05-16,2506.0
2013-05-17,3330.0
2013-05-18,3846.0
2013-05-19,3819.0
2013-05-20,2714.0
2013-05-21,2565.0
2013-05-22,2633.0
2013-05-23,2689.0
2013-05-24,3189.0
2013-05-25,3534.0
2013-05-26,3343.0
2013-05-27,3182.0
2013-05-28,2333.0
2013-05-29,2445.0
2013-05-30,2383.0
2013-05-31,3097.0
2013-06-01,3309.0
2013-06-02,3164.0
2013-06-03,2309.0
2013-06-04,2132.0
2013-06-05,2017.0
2013-06-06,2031.0
2013-06-07,2708.0
2013-06-08,2973.0
2013-06-09,2865.0
2013-06-10,2071.0
2013-06-11,1999.0
2013-06-12,1914.0
2013-06-13,1967.0
2013-06-14,2288.0
2013-06-15,2572.0
2013-06-16,2467.0
2013-06-17,1881.0
2013-06-18,1710.0
2013-06-19,1657.0
2013-06-20,1652.0
2013-06-21,2085.0
2013-06-22,2373.0
2013-06-23,2242.0
