DateTime,Players
2009-11-24,14178.0
2009-11-25,22000.0
2009-11-28,22746.0
2009-12-02,19009.0
2009-12-03,23887.0
2009-12-05,28106.0
2009-12-07,19549.0
2009-12-12,23568.0
2009-12-17,13642.0
2009-12-21,12775.0
2009-12-26,17172.0
2009-12-27,15597.0
2009-12-31,19763.0
2010-01-05,17327.0
2010-01-09,19165.0
2010-01-10,13768.0
2010-01-13,7534.0
2010-01-17,17941.0
2010-01-22,16105.0
2010-01-26,14779.0
2010-01-27,11715.0
2010-01-28,10968.0
2010-01-31,13835.0
2010-02-04,10030.0
2010-02-10,9743.0
2010-02-14,10165.0
2010-02-18,11955.0
