DateTime,Players
2012-05-31,7040.0
2012-06-01,9397.0
2012-06-02,9594.0
2012-06-03,7969.0
2012-06-04,5864.0
2012-06-05,5379.0
2012-06-06,4836.0
2012-06-07,4227.0
2012-06-08,3925.0
2012-06-09,4017.0
2012-06-10,3636.0
2012-06-11,2773.0
2012-06-12,2369.0
2012-06-13,2232.0
2012-06-14,2030.0
2012-06-15,2468.0
2012-06-16,2521.0
2012-06-17,2208.0
2012-06-18,1787.0
2012-06-19,1703.0
2012-06-20,1564.0
2012-06-21,1374.0
2012-06-22,1642.0
2012-06-23,1882.0
2012-06-24,1524.0
2012-06-25,1370.0
2012-06-26,1269.0
2012-06-27,1021.0
2012-06-28,1012.0
2012-06-29,1193.0
2012-06-30,1391.0
2012-07-01,3818.0
2012-07-02,1228.0
2012-07-03,1393.0
2012-07-04,1298.0
2012-07-05,1143.0
2012-07-06,1258.0
2012-07-07,1369.0
2012-07-08,1321.0
2012-07-09,976.0
2012-07-10,866.0
2012-07-11,822.0
2012-07-12,1128.0
2012-07-13,4017.0
2012-07-14,5670.0
2012-07-15,5543.0
2012-07-16,3758.0
2012-07-17,3043.0
2012-07-18,2554.0
2012-07-19,2352.0
2012-07-20,2671.0
2012-07-21,2721.0
2012-07-22,2633.0
2012-07-23,2179.0
2012-07-24,2005.0
2012-07-25,1753.0
2012-07-26,1549.0
2012-07-27,1716.0
2012-07-28,1854.0
2012-07-29,1673.0
2012-07-30,1355.0
2012-07-31,1198.0
2012-08-01,1839.0
2012-08-02,1015.0
2012-08-03,1143.0
2012-08-04,1284.0
2012-08-05,1182.0
2012-08-06,925.0
2012-08-07,1128.0
2012-08-08,1395.0
2012-08-09,1425.0
2012-08-10,1717.0
2012-08-11,1872.0
2012-08-12,1745.0
2012-08-13,1374.0
2012-08-14,1153.0
2012-08-15,846.0
2012-08-16,786.0
2012-08-17,833.0
2012-08-18,914.0
2012-08-19,858.0
2012-08-21,560.0
2012-08-22,598.0
2012-08-23,585.0
2012-08-24,728.0
2012-08-25,782.0
2012-08-26,664.0
2012-08-27,650.0
2012-08-28,654.0
2012-08-29,626.0
