DateTime,Players
2020-06-13,21695
2020-06-14,29984
2020-06-15,27659
2020-06-16,27513
2020-06-17,25904
2020-06-18,24930
2020-06-19,23710
2020-06-20,25165
2020-06-21,25330
2020-06-22,21999
2020-06-23,20470
2020-06-24,18903
2020-06-25,18211
2020-06-26,17423
2020-06-27,19620
2020-06-28,19377
2020-06-29,17123
2020-06-30,15655
2020-07-01,15189
2020-07-02,14600
2020-07-03,14499
2020-07-04,16318
2020-07-05,16334
2020-07-06,14090
2020-07-07,13012
2020-07-08,12389
2020-07-09,11626
2020-07-10,11351
2020-07-11,13253
2020-07-12,13245
2020-07-13,11432
2020-07-14,10591
2020-07-15,10073
2020-07-16,9499
2020-07-17,9100
2020-07-18,10468
2020-07-19,10388
2020-07-20,8941
2020-07-21,8386
2020-07-22,8120
2020-07-23,8202
2020-07-24,7891
2020-07-25,8635
2020-07-26,8593
2020-07-27,7456
2020-07-28,7125
2020-07-29,6798
2020-07-30,6545
2020-07-31,6316
2020-08-01,7013
2020-08-02,7213
2020-08-03,6373
2020-08-04,6030
2020-08-05,5496
2020-08-06,5237
2020-08-07,5237
2020-08-08,5970
2020-08-09,6083
2020-08-10,5675
2020-08-11,5367
2020-08-12,4953
2020-08-13,5002
2020-08-14,4896
2020-08-15,5413
2020-08-16,5638
2020-08-17,4909
2020-08-18,4556
2020-08-19,4424
2020-08-20,4390
2020-08-21,4177
2020-08-22,4800
2020-08-23,4919
2020-08-24,4474
2020-08-25,4086
2020-08-26,3995
2020-08-27,4054
2020-08-28,3818
2020-08-29,4261
2020-08-30,4472
2020-08-31,3967
2020-09-01,3608
2020-09-02,3355
2020-09-03,3562
2020-09-04,3547
2020-09-05,3992
2020-09-06,4192
2020-09-07,4119
2020-09-08,3770
2020-09-09,3456
2020-09-10,3265
2020-09-11,3174
