appid,name,slug,release_date,review_score,avg_playtime,players,avg_concurrent_players_after_90,estimated_launch_reviews,estimated_launch_followers,estimated_launch_copies_sold,developer,publisher,avg_sentiment,is_singleplayer,price,is_vet_dev,is_successful,is_sequel,is_q4_release,is_free
227580,"10,000,000",10000000,2013-01-15,90.0,7.0,14.0,227.43666666666664,758.0,164.0,19742.800000000003,EightyEightGames,EightyEightGames,0.7519142857142856,True,4.99,0,1.0,0,0,0
335620,Star Traders: Frontiers,star_traders_frontiers,2018-07-31,84.0,101.0,108097.0,37.25,118.0,2141.9,10607.1,Trese Brothers,Trese Brothers,0.3735844155844156,False,11.99,0,0.0,1,0,0
1354830,Cat Cafe Manager,cat_cafe_manager,2022-04-14,88.0,11.0,204.0,103.17666666666666,295.0,971.5,11600.6,Roost Games,indie.io,0.839678021978022,True,19.99,0,1.0,0,0,0
1304680,Voidigo,voidigo,2023-06-08,97.0,17.0,6.0,4.483333333333333,51.0,1072.0,11626.1,semiwork,semiwork,0.6295997999999999,True,14.99,0,0.0,0,0,0
236090,Dust: An Elysian Tail,dust_an_elysian_tail,2013-05-24,95.0,13.0,175.0,207.8166666666667,5935.0,2645.5,113710.4,Humble Hearts LLC,Xbox Game Studios,0.532297,True,5.99,0,1.0,1,0,0
562500,Warstone TD,warstone_td,2018-05-23,83.0,23.0,181358.0,3.3799999999999994,71.0,783.0,11567.1,Battlecruiser Games,Battlecruiser Games,0.38862,True,8.99,0,0.0,0,0,0
355050,Sky Force Anniversary,sky_force_anniversary,2015-04-29,92.0,12.0,2.0,7.836666666666667,11.0,522.2,8376.2,Infinite Dreams,Infinite Dreams,0.7785666666666667,True,8.99,0,0.0,0,0,0
552500,Warhammer: Vermintide 2,warhammer_vermintide_2,2018-03-08,85.0,164.0,30615.0,1.0533333333333337,10238.0,25158.2,442060.7,Fatshark,Fatshark,0.3980861,True,26.99,0,0.0,1,0,0
1484280,Demeo,demeo,2021-05-06,88.0,64.0,126.0,73.88,272.0,1519.4,9020.2,Resolution Games,Resolution Games,0.3476194029850746,False,39.99,0,0.0,0,0,0
799640,Dungeon Munchies,dungeon_munchies,2022-07-27,97.0,15.0,87.0,37.556666666666665,786.0,2338.0,11597.4,maJAJa,maJAJa,0.875,True,12.59,0,0.0,0,0,0
926140,CHANGE: A Homeless Survival Experience,change_a_homeless_survival_experience,2020-05-01,91.0,48.0,5.0,20.76,32.0,1065.2,9237.1,Delve Interactive,Delve Interactive,0.3679347826086956,False,9.99,0,0.0,1,0,0
412830,STEINS;GATE,steinsgate,2016-09-08,97.0,26.0,102.0,48.39666666666667,353.0,10024.9,104020.9,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",0.5572999999999999,True,29.74,0,0.0,0,0,0
667870,MINDNIGHT,mindnight,2017-08-04,85.0,39.0,1.0,0.6466666666666666,10.0,343.90000000000003,35368.700000000004,No Moon,No Moon,0.5891000000000001,False,5.99,0,0.0,0,0,0
617160,Home Sweet Home,home_sweet_home,2017-09-26,87.0,7.0,31.0,31.986666666666665,133.0,2846.5,10807.1,"YGGDRAZIL GROUP CO.,LTD","YGGDRAZIL GROUP CO.,LTD",0.6394,True,16.99,0,0.0,0,0,0
244770,StarMade,starmade,2014-12-04,68.0,71.0,376.0,389.92,304.0,7399.200000000001,29431.0,Schine GmbH,Schine GmbH,0.5801466666666666,True,9.99,0,1.0,0,1,0
19000,Silent Hill Homecoming,silent_hill_homecoming,2008-11-06,47.0,8.0,2.0,6.3,118.0,1106.5,9992.8,Double Helix Games,KONAMI,0.1054207792207792,True,39.99,0,0.0,0,1,0
727130,Between the Stars,between_the_stars,2024-03-07,74.0,16.0,1.0,0.29,108.0,3813.6,8664.1,Isolated Games,Isolated Games,0.8934777777777777,True,17.99,0,0.0,0,0,0
47400,Stronghold 3 Gold,stronghold_3_gold,2012-05-25,33.0,13.0,83.0,216.9533333333333,786.0,1083.3,52600.5,Firefly Studios,Firefly Studios,0.4565684210526315,True,7.49,0,1.0,1,0,0
1286880,Ship Graveyard Simulator,ship_graveyard_simulator,2021-11-10,65.0,19.0,257.0,153.23,192.0,1422.6,20517.2,Games Incubator,Games Incubator,0.4046131578947368,True,14.99,0,1.0,0,1,0
525510,"Guns, Gore and Cannoli 2",guns_gore_and_cannoli_2,2018-03-02,94.0,7.0,82.0,0.3433333333333333,326.0,2656.0,31761.0,Rogueside,Rogueside,0.524888888888889,False,12.99,0,0.0,1,0,0
885000,Synth Riders,synth_riders,2019-10-31,92.0,27.0,116871.0,0.19,4.0,556.2,4440.400000000001,Kluge Interactive,Kluge Interactive,0.8345,True,9.99,0,0.0,0,1,0
6220,FlatOut,flatout,2011-12-13,92.0,8.0,20.0,6.413333333333333,369.0,427.0,15769.3,Bugbear Entertainment,Strategy First,0.6110704918032787,True,1.12,0,0.0,0,1,0
509980,BIGFOOT,bigfoot,2017-01-31,82.0,4.0,19.0,57.96,1.0,6352.0,95960.1,CyberLight Game Studio,CyberLight Game Studio,0.3593369,True,15.99,0,0.0,0,0,0
275200,Westerado: Double Barreled,westerado_double_barreled,2015-04-16,91.0,8.0,58.0,19.86,109.0,1485.9,12348.5,Ostrich Banditos,Ostrich Banditos,0.4025785714285714,True,11.99,0,0.0,1,0,0
1462810,WRC 10 FIA World Rally Championship,wrc_10_fia_world_rally_championship,2021-09-02,72.0,16.0,251.0,186.99666666666667,172.0,1184.8,21637.1,KT Racing,Nacon,0.4506831460674157,False,49.99,0,1.0,0,0,0
1082710,Bug Fables: The Everlasting Sapling,bug_fables_the_everlasting_sapling,2019-11-21,97.0,36.0,181.0,122.43,178.0,1027.0,17507.0,Moonsprout Games,DANGEN Entertainment,0.7125393258426966,True,19.99,0,1.0,1,1,0
471550,Nine Parchments,nine_parchments,2017-12-05,77.0,15.0,52.0,0.8233333333333333,109.0,2545.0,50126.5,Frozenbyte,Frozenbyte,0.3409333333333333,True,19.99,0,0.0,0,1,0
397950,Clustertruck,clustertruck,2016-09-27,93.0,10.0,2.0,0.58,448.0,6425.700000000001,110377.7,Landfall,tinyBuild,0.1725449,True,11.99,0,0.0,0,0,0
388410,Darksiders II Deathinitive Edition,darksiders_ii_deathinitive_edition,2015-11-05,79.0,26.0,325.0,219.01666666666665,397.0,3697.1,150100.0,Gunfire Games,THQ Nordic,0.4930142,True,23.99,0,1.0,1,1,0
588690,"Peace, Death!",peace_death,2017-03-24,94.0,10.0,37.0,25.606666666666666,123.0,555.0,15655.3,AZAMATIKA,AZAMATIKA,0.926,True,4.34,0,0.0,0,0,0
227180,Kingdom Wars,kingdom_wars,2013-04-01,67.0,42.0,138.0,218.5233333333333,992.0,1270.9,41060.9,Reverie World Studios,Reverie World Studios,0.4404,True,0.0,0,1.0,0,0,1
49540,Aliens: Colonial Marines Collection,aliens_colonial_marines_collection,2012-05-01,62.0,19.0,24.0,964.7033333333334,6544.0,17891.0,30410.5,Gearbox Software,SEGA,0.3579395833333333,True,29.99,1,1.0,1,0,0
283640,Salt and Sanctuary,salt_and_sanctuary,2016-05-17,89.0,26.0,817.0,549.2333333333333,765.0,8259.5,105934.8,Ska Studios,Ska Studios,0.5074559440559441,True,16.19,0,1.0,0,0,0
707030,POSTAL 4: No Regerts,postal_4_no_regerts,2022-04-20,68.0,13.0,154.0,71.95333333333333,1839.0,4751.400000000001,32252.800000000003,Running With Scissors,Running With Scissors,0.1762826,True,17.99,0,0.0,1,0,0
585450,Shadows: Awakening,shadows_awakening,2018-08-31,75.0,18.0,2.0,0.1166666666666666,18.0,3254.6000000000004,10611.1,Games Farm,Kalypso Media,-0.1913833333333333,True,33.99,0,0.0,1,0,0
1330460,Becastled,becastled,2025-10-21,83.0,9.0,500.0,291.16,894.0,5188.5,26815.2,Mana Potion Studios,Mana Potion Studios,0.4719312,True,14.99,0,1.0,0,1,0
283640,Salt and Sanctuary,salt_and_sanctuary,2016-05-17,89.0,26.0,817.0,549.2333333333333,765.0,8259.5,105934.8,Ska Studios,Ska Studios,0.5074559440559441,True,16.19,0,1.0,0,0,0
707030,POSTAL 4: No Regerts,postal_4_no_regerts,2022-04-20,68.0,13.0,154.0,71.95333333333333,1839.0,4751.400000000001,32252.800000000003,Running With Scissors,Running With Scissors,0.1762826,True,17.99,0,0.0,1,0,0
585450,Shadows: Awakening,shadows_awakening,2018-08-31,75.0,18.0,2.0,0.1166666666666666,18.0,3254.6000000000004,10611.1,Games Farm,Kalypso Media,-0.1913833333333333,True,33.99,0,0.0,1,0,0
1330460,Becastled,becastled,2025-10-21,83.0,9.0,500.0,291.16,894.0,5188.5,26815.2,Mana Potion Studios,Mana Potion Studios,0.4719312,True,14.99,0,1.0,0,1,0
585450,Shadows: Awakening,shadows_awakening,2018-08-31,75.0,18.0,2.0,0.1166666666666666,18.0,3254.6000000000004,10611.1,Games Farm,Kalypso Media,-0.1913833333333333,True,33.99,0,0.0,1,0,0
1330460,Becastled,becastled,2025-10-21,83.0,9.0,500.0,291.16,894.0,5188.5,26815.2,Mana Potion Studios,Mana Potion Studios,0.4719312,True,14.99,0,1.0,0,1,0
469610,Rick and Morty: Virtual Rick-ality,rick_and_morty_virtual_rickality,2017-04-20,75.0,6.0,96.0,0.02,323.0,2375.3,31649.800000000003,Owlchemy Labs,Adult Swim Games,0.5642375,True,29.99,0,0.0,1,0,0
1710100,Bing in Wonderland,bing_in_wonderland,2023-01-12,97.0,22.0,205.0,134.73666666666665,5.0,553.2,10354.2,Wanba Studio,Wanba Studio,0.8658,True,8.09,0,1.0,0,0,0
623280,Dungeons & Dragons: Dark Alliance,dungeons__dragons_dark_alliance,2021-06-21,49.0,1.0,3125.0,1214.81,2497.0,5097.3,12177.1,Tuque Games,Wizards of the Coast,0.9949,True,29.99,0,1.0,1,0,0
1231880,"Haiku, the Robot",haiku_the_robot,2022-04-28,90.0,9.0,78.0,41.60666666666666,323.0,828.7,7250.3,Mister Morris Games,Mister Morris Games,0.6471902777777778,True,19.99,0,0.0,0,0,0
200170,Worms Revolution,worms_revolution,2012-10-10,87.0,12.0,345.0,341.28333333333336,1012.0,1606.0,37642.1,Team17 Digital Ltd,Team17 Digital Ltd,0.5804758620689655,True,3.74,0,1.0,0,1,0
587450,Saurian,saurian,2017-08-02,60.0,10.0,66.0,30.45,229.0,2166.9,5240.1,"Urvogel Games, LLC","Urvogel Games, LLC",0.522,True,19.99,0,0.0,0,0,0
610360,Zup! Zero,zup_zero,2017-04-06,93.0,7.0,26.0,19.326666666666668,267.0,126.7,26785.2,Quiet River,Quiet River,0.6940142857142856,True,0.99,0,0.0,0,0,0
1179080,FAITH: The Unholy Trinity,faith_the_unholy_trinity,2022-10-21,95.0,9.0,260.0,130.54,389.0,2716.7000000000003,29457.2,Airdorf Games,New Blood Interactive,0.3914144,False,14.99,0,1.0,1,1,0
728880,Overcooked! 2,overcooked_2,2018-08-07,91.0,32.0,1717.0,1129.6333333333334,1236.0,21496.800000000003,1002457.6,Ghost Town Games Ltd.,Team17,0.5657433,True,24.99,0,1.0,1,0,0
247660,Deadly Premonition: The Director's Cut,deadly_premonition_the_directors_cut,2013-10-29,66.0,19.0,34.0,36.01666666666667,601.0,918.2,30308.7,Rising Star Games,Rising Star Games,0.6440595238095238,True,2.49,0,0.0,1,1,0
705210,Cube Racer,cube_racer,2017-10-30,90.0,20.0,3132819.0,0.1366666666666667,2.0,298.0,313281.9,Simon Blasen,Simon Blasen,0.6087571428571429,False,4.49,0,0.0,0,1,0
3620,Zuma's Revenge!,zumas_revenge,2009-09-15,95.0,19.0,47.0,43.586666666666666,65.0,382.7000000000001,43770.100000000006,"PopCap Games, Inc.","PopCap Games, Inc.",0.5169666666666667,True,2.49,0,0.0,0,0,0
26800,Braid,braid,2009-04-10,93.0,11.0,35.0,66.97666666666667,2046.0,1701.1,107030.5,Number None,Number None,0.4027782608695652,True,3.99,0,0.0,0,0,0
809020,ZeroRanger,zeroranger,2018-09-28,96.0,14.0,48702.0,3.626666666666667,27.0,380.7000000000001,4652.7,System Erasure,System Erasure,0.4438440476190476,False,11.99,0,0.0,0,0,0
509580,The Lord of the Rings: Adventure Card Game - Definitive Edition,the_lord_of_the_rings_adventure_card_game__definitive_edition,2019-08-29,74.0,39.0,4.0,4.673333333333333,140.0,1863.1,8103.6,Twin Sails Interactive,Twin Sails Interactive,0.1664625,True,18.99,0,0.0,1,0,0
225320,Tomb Raider III (1998),tomb_raider_iii_1998,2012-11-28,84.0,18.0,11.0,5.53,81.0,399.4,18384.1,Core Design,Crystal Dynamics,0.9333,True,3.49,0,0.0,1,1,0
699170,Fell Seal: Arbiter's Mark,fell_seal_arbiters_mark,2019-04-30,88.0,48.0,381509.0,0.2533333333333333,73.0,3694.0,22842.7,6 Eyes Studio,Fulqrum Publishing,0.4651520833333333,True,19.99,0,0.0,1,0,0
604540,Empire of Sin,empire_of_sin,2020-12-01,48.0,40.0,1446.0,658.2533333333333,2251.0,5906.700000000001,20717.0,Romero Games,Paradox Interactive,0.3002058823529412,True,39.99,0,1.0,0,1,0
447290,Redeemer: Enhanced Edition,redeemer_enhanced_edition,2017-08-01,88.0,6.0,1.0,0.2066666666666666,204.0,1250.8000000000002,7399.3,Sobaka Studio,ESDigital Games,0.0172,False,12.74,0,0.0,1,0,0
17460,Mass Effect (2007),mass_effect_2007,2008-12-19,94.0,35.0,669.0,345.48,3679.0,3048.1000000000004,151542.2,BioWare,Electronic Arts,0.4903648148148148,True,9.99,1,1.0,0,1,0
323220,Vagante,vagante,2018-02-21,89.0,53.0,15.0,23.71,72.0,4662.6,17972.100000000002,Nuke Nine,Nuke Nine,0.3998759259259259,False,14.99,0,0.0,0,0,0
6880,Just Cause,just_cause,2007-03-15,66.0,34.0,33.0,13.19,393.0,585.9,29723.7,Avalanche Studios,Square Enix,0.5645703703703704,True,3.49,0,0.0,0,0,0
1341290,We Were Here Forever,we_were_here_forever,2022-05-10,91.0,10.0,2819.0,1385.3533333333337,1390.0,4395.3,129257.7,Total Mayhem Games,Total Mayhem Games,0.5358932,False,17.99,0,1.0,0,0,0
988910,Super Mega Baseball 3,super_mega_baseball_3,2020-05-13,91.0,67.0,274.0,194.40666666666667,242.0,570.5,7224.900000000001,Metalhead Software Inc.,Electronic Arts,0.6125222222222223,True,44.99,0,1.0,1,0,0
38740,EDGE,edge,2011-08-11,92.0,8.0,21.0,9.22,439.0,2505.9,12097.2,Two Tribes,Two Tribes Publishing,0.6736625,True,0.79,0,0.0,0,0,0
541200,GTTOD: Get To The Orange Door,gttod_get_to_the_orange_door,2017-10-26,88.0,21.0,93743.0,0.4233333333333333,6.0,1032.5,8970.6,Andrew Smith,Hitcents,0.3573615384615384,True,9.99,0,0.0,1,1,0
1672970,Minecraft Dungeons,minecraft_dungeons,2021-09-22,91.0,1.0,1542.0,940.87,531.0,6054.6,66732.7,Mojang Studios,Xbox Game Studios,0.4939180999999999,False,19.99,0,1.0,0,0,0
526870,Satisfactory,satisfactory,2024-09-09,97.0,1.0,16771.0,13241.286666666669,7481.0,39715.9,723281.6000000001,Coffee Stain Studios,Coffee Stain Publishing,0.6183094,True,26.99,1,1.0,0,0,0
937170,Otaku's Adventure,otakus_adventure,2019-05-20,95.0,11.0,972.0,441.20666666666665,1062.0,2125.5,33196.3,Spacelight Studio,Spacelight Studio,0.9817,True,5.59,0,1.0,0,0,0
390560,Fantasy Strike,fantasy_strike,2019-07-25,61.0,9.0,1.0,3.526666666666667,83.0,474.2000000000001,15122.7,Sirlin Games,Sirlin Games,0.6537727272727273,True,19.99,0,0.0,0,0,0
73170,Darkest Hour: A Hearts of Iron Game,darkest_hour_a_hearts_of_iron_game,2011-04-08,90.0,157.0,153.0,52.946666666666665,222.0,770.4000000000001,10234.2,Martin Ivanov,Paradox Interactive,0.3150235294117647,True,1.99,0,0.0,1,0,0
360170,How to Survive 2,how_to_survive_2,2016-09-08,69.0,19.0,1398083.0,23.88,82.0,7136.6,124801.9,Eko Software,505 Games,0.30988,True,19.99,0,0.0,1,0,0
1493760,Youtubers Life 2,youtubers_life_2,2021-10-19,73.0,17.0,487.0,241.64666666666665,314.0,1370.4,11025.8,UPLAY Online,UPLAY Online,0.52074,True,29.99,0,1.0,1,1,0
440880,The Count Lucanor,the_count_lucanor,2016-03-03,93.0,5.0,7.0,3.62,37.0,695.8000000000001,12874.4,Baroque Decay,Neon Doctrine,0.838,True,8.49,0,0.0,0,0,0
1969080,A Building Full of Cats,a_building_full_of_cats,2022-07-07,99.0,1.0,14.0,12.153333333333334,157.0,192.3,10934.6,Devcats,Devcats,0.9291,True,1.99,0,0.0,0,0,0
447820,Day of Infamy,day_of_infamy,2017-03-23,82.0,38.0,2.0,154.2566666666667,296.0,9599.3,94274.6,New World Interactive,New World Interactive,0.229685294117647,True,18.99,0,1.0,0,0,0
807120,Iratus: Lord of the Dead,iratus_lord_of_the_dead,2020-04-23,86.0,1.0,1432.0,574.5066666666667,661.0,4410.900000000001,46207.0,Unfrozen,Daedalic Entertainment,0.33015,False,22.49,0,1.0,1,0,0
691450,Misao - 2024 HD Remaster,misao__2024_hd_remaster,2017-10-25,96.0,5.0,6.0,5.003333333333333,25.0,692.1,7649.3,sen,PLAYISM,0.2580379310344827,True,4.59,0,0.0,1,1,0
297860,Split/Second,splitsecond,2014-10-06,81.0,10.0,17.0,10.053333333333333,79.0,805.4000000000001,18039.4,Black Rock Studio,Disney,0.2689916666666667,True,13.39,0,0.0,0,1,0
999020,Mega Man Zero/ZX Legacy Collection,mega_man_zerozx_legacy_collection,2020-02-25,76.0,24.0,167.0,85.80666666666667,289.0,1719.8000000000002,15871.2,"CAPCOM CO., LTD.","CAPCOM CO., LTD.",0.3977227272727273,True,29.99,1,0.0,0,0,0
1227650,Bang-On Balls: Chronicles,bangon_balls_chronicles,2023-10-05,96.0,14.0,31.0,16.673333333333336,174.0,1905.4,18540.4,Exit Plan Games,Untold Tales,0.5613733333333334,True,21.99,0,0.0,1,1,0
700600,Evil Genius 2: World Domination,evil_genius_2_world_domination,2021-03-30,69.0,43.0,7281.0,3019.7333333333336,3210.0,7152.6,77101.8,Rebellion,Rebellion,0.4919967741935484,True,39.99,0,1.0,1,0,0
4000,Garry's Mod,garrys_mod,2006-11-29,97.0,160.0,32041.0,6454.116666666666,71871.0,79307.8,3604274.3,Facepunch Studios,Valve,0.5094780999999999,True,2.49,1,1.0,0,1,0
757480,Broken Reality,broken_reality,2018-11-29,93.0,8.0,27.0,3.846666666666666,19.0,441.2000000000001,6098.8,Dynamic Media Triad,Digital Tribe,0.6956047619047618,True,13.49,0,0.0,0,1,0
1119700,As Far As The Eye,as_far_as_the_eye,2020-09-10,72.0,18.0,301.0,136.74666666666667,789.0,2121.2000000000003,8792.0,Unexpected,Goblinz Publishing,0.81199,True,22.49,0,1.0,0,0,0
526160,The Wild Eight,the_wild_eight,2019-10-03,70.0,13.0,1.0,0.1133333333333333,1065.0,15339.1,40096.100000000006,Eight Points,HypeTrain Digital,0.2080706666666666,True,19.99,0,0.0,0,1,0
1109570,Word Game,word_game,2022-01-21,94.0,9.0,759.0,342.5566666666667,1627.0,2088.0,14779.3,Team9,Team9,0.2553,False,34.99,0,1.0,0,0,0
333950,Medieval Engineers,medieval_engineers,2015-02-19,52.0,49.0,563.0,362.3966666666667,758.0,10616.1,51185.0,Keen Software House,Keen Software House,0.053570731707317,True,19.99,0,1.0,0,0,0
221380,Age of Empires II (Retired),age_of_empires_ii_retired,2013-04-09,96.0,158.0,4304.0,3277.17,8894.0,18865.3,760798.3,Skybox Labs,Xbox Game Studios,0.5136997999999999,True,3.99,0,1.0,1,0,0
597220,West of Loathing,west_of_loathing,2017-08-10,98.0,21.0,959.0,515.2133333333334,806.0,3378.2000000000003,46678.600000000006,Asymmetric,Asymmetric,0.5439079,True,9.89,0,1.0,0,0,0
1049280,Pilgrims,pilgrims,2019-10-07,96.0,2.0,30.0,16.14,237.0,994.0,17227.3,Amanita Design,Amanita Design,0.6119600000000001,True,4.99,0,0.0,0,1,0
1556790,Isonzo,isonzo,2022-09-13,83.0,34.0,1686.0,799.54,2011.0,4846.2,53801.600000000006,BlackMill Games,BlackMill Games,0.4044493,True,29.99,0,1.0,0,0,0
253980,Enclave,enclave,2013-10-04,79.0,8.0,11.0,23.706666666666667,371.0,1097.2,51743.5,Starbreeze,Topware Interactive,0.3037270833333333,True,1.24,0,0.0,0,1,0
493900,Dungeons 3,dungeons_3,2017-10-13,94.0,36.0,625.0,0.0833333333333333,1115.0,5347.700000000001,42881.2,Realmforge Studios,Kalypso Media,0.5959942528735632,True,0.0,0,0.0,1,1,1
633230,NARUTO TO BORUTO: SHINOBI STRIKER,naruto_to_boruto_shinobi_striker,2023-06-29,84.0,2.0,1427.0,685.6433333333334,206.0,14525.0,197851.7,Soleil Ltd.,Bandai Namco Entertainment,0.2437124,True,49.99,0,1.0,1,0,0
440310,Project Arrhythmia,project_arrhythmia,2019-06-14,96.0,38.0,15.0,0.03,42.0,446.4,4171.900000000001,Vitamin Games,Vitamin Games,0.638236,True,10.79,0,0.0,0,0,0
384490,NECROPOLIS: BRUTAL EDITION,necropolis_brutal_edition,2016-07-01,65.0,16.0,233.0,151.81666666666666,1059.0,4547.3,24462.0,Harebrained Schemes,Paradox Interactive,0.15445625,True,29.99,0,1.0,1,0,0
302510,Ryse: Son of Rome,ryse_son_of_rome,2014-10-10,87.0,9.0,327.0,213.1,1228.0,10157.3,228305.0,Crytek,Crytek,0.5239815999999999,True,25.99,0,1.0,1,1,0
319510,Five Nights at Freddy's,five_nights_at_freddys,2014-08-19,94.0,5.0,253.0,237.8066666666667,5036.0,7255.1,248974.6,Scott Cawthon,Scott Cawthon,0.3729059,True,3.34,0,1.0,0,0,0
501300,What Remains of Edith Finch,what_remains_of_edith_finch,2017-04-24,96.0,3.0,17.0,0.07,271.0,10848.9,149899.4,Giant Sparrow,Annapurna Interactive,0.6588425,True,19.99,0,0.0,0,0,0
284950,Pixel Puzzles: Japan,pixel_puzzles_japan,2014-04-17,81.0,8.0,16.0,4.31,250.0,67.7,57341.5,Pixel Puzzles,Pixel Puzzles,-0.4690999999999999,True,1.39,0,0.0,1,0,0
1184770,The Political Process,the_political_process,2019-11-22,96.0,135.0,70.0,65.22333333333334,100.0,533.4,4597.2,Verlumino Studios LLC,Verlumino Studios LLC,0.6365898550724638,False,12.74,0,0.0,0,1,0
205910,Tiny and Big: Grandpa's Leftovers,tiny_and_big_grandpas_leftovers,2012-06-19,92.0,5.0,37.0,15.333333333333334,1366.0,450.8,29142.5,Black Pants Studio,Black Pants Studio,0.8217,True,2.49,0,0.0,1,0,0
702890,BlazBlue: Cross Tag Battle,blazblue_cross_tag_battle,2019-11-20,80.0,22.0,746.0,469.32,709.0,2299.4,24206.4,Arc System Works,Arc System Works,0.4674086956521739,True,49.99,0,1.0,1,1,0
283160,House of the Dying Sun,house_of_the_dying_sun,2016-11-01,90.0,7.0,102355.0,13.836666666666666,262.0,2161.5,9970.7,"Marauder Interactive, LLC","Marauder Interactive, LLC",0.4097789473684211,True,19.99,0,0.0,0,1,0
420740,The Deed,the_deed,2015-11-23,90.0,3.0,16.0,16.903333333333332,36.0,597.0,13917.4,Pilgrim Adventures,GrabTheGames,0.28583,True,0.99,0,0.0,0,1,0
32360,The Secret of Monkey Island: Special Edition,the_secret_of_monkey_island_special_edition,2009-07-15,95.0,9.0,21.0,36.833333333333336,733.0,954.3,34829.6,LucasArts,LucasArts,0.6944891891891892,True,9.99,0,0.0,1,0,0
523660,HYPERCHARGE: Unboxed,hypercharge_unboxed,2020-04-27,90.0,10.0,1.0,0.7866666666666666,8.0,4397.400000000001,29712.7,Digital Cybercherries,Digital Cybercherries,0.1424705882352941,True,14.99,0,0.0,1,0,0
518150,Intruder,intruder,2019-03-01,90.0,22.0,96.0,45.78666666666666,219.0,2768.4,32441.5,Superboss Games,Superboss Games,0.3852988235294117,True,19.99,0,0.0,0,0,0
285740,Kitty Powers' Matchmaker,kitty_powers_matchmaker,2015-04-22,96.0,16.0,23.0,7.95,22.0,353.3,14806.7,Magic Notion Ltd,Magic Notion Ltd,0.6740697674418604,True,7.49,0,0.0,0,0,0
1150590,Samurai Jack: Battle Through Time,samurai_jack_battle_through_time,2020-08-21,85.0,10.0,220.0,90.92666666666666,360.0,1438.8000000000002,5667.400000000001,Soleil Ltd.,Adult Swim Games,,True,39.99,0,0.0,1,0,0
442120,Pinball FX3,pinball_fx3,2017-09-26,88.0,59.0,36.0,12.836666666666668,113.0,1439.5,68722.6,Zen Studios,Zen Studios,0.5238409090909091,True,0.0,0,0.0,0,0,1
812040,Shortest Trip to Earth,shortest_trip_to_earth,2019-08-15,77.0,45.0,55.0,28.076666666666668,80.0,2148.6,7040.700000000001,Interactive Fate,Interactive Fate,0.3511,True,19.99,0,0.0,0,0,0
368340,CrossCode,crosscode,2018-09-20,93.0,55.0,4.0,3.9333333333333336,20.0,7616.6,54700.5,Radical Fish Games,Deck13,0.6046939,True,16.99,0,0.0,0,0,0
748360,MY HERO ONE'S JUSTICE,my_hero_ones_justice,2018-10-25,75.0,12.0,596.0,265.2,239.0,2445.4,7222.200000000001,Byking Inc.,BANDAI NAMCO Entertainment,0.8362857142857143,True,0.0,0,1.0,0,1,1
219680,Proteus,proteus,2013-01-30,76.0,13.0,2.0,12.583333333333334,764.0,445.3,28796.7,Ed Key and David Kanaga,Twisted Tree,0.97656,True,3.39,0,0.0,0,0,0
1677280,Company of Heroes 3,company_of_heroes_3,2023-02-23,57.0,5.0,22826.0,4572.41,1157.0,14502.7,85523.90000000001,Relic Entertainment,Relic Entertainment,0.3897709,True,59.99,1,1.0,1,0,0
2200,Quake III Arena,quake_iii_arena,2007-08-03,96.0,12.0,10.0,7.27,309.0,1416.9,13998.0,id Software,id Software,0.5148894736842106,True,9.99,0,0.0,1,0,0
607050,Wargroove,wargroove,2019-02-01,83.0,23.0,1241.0,535.3133333333334,922.0,3654.8,35617.5,Chucklefish,Chucklefish,0.4219236842105263,True,19.99,0,1.0,0,0,0
1369670,Motor Town: Behind The Wheel,motor_town_behind_the_wheel,2021-12-17,94.0,54.0,145.0,216.1533333333333,134.0,3020.4,30064.7,P3 Games,P3 Games,0.6744202,True,19.99,0,1.0,1,1,0
934780,American Fugitive,american_fugitive,2019-05-21,75.0,9.0,369.0,147.50333333333333,327.0,1852.3,9073.6,Fallen Tree Games Ltd,Curve Games,0.36762,True,15.99,0,1.0,0,0,0
553790,Once in Yaissor,once_in_yaissor,2016-11-09,85.0,4.0,36.0,31.02666666666667,29.0,111.6,5630.900000000001,Valera Entertainment,Valera Entertainment,0.91185,False,0.89,0,0.0,0,1,0
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,naruto_shippuden_ultimate_ninja_storm_4,2016-02-04,91.0,21.0,1623.0,904.2966666666666,2281.0,22206.9,512085.0,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,0.4135971,True,49.99,0,1.0,1,0,0
825630,STEINS;GATE 0,steinsgate_0,2018-05-08,96.0,23.0,316.0,184.66,441.0,3833.2,17663.3,MAGES. Inc.,"Spike Chunsoft Co., Ltd.",0.4290009900990099,True,34.99,0,1.0,0,0,0
785740,This Is the Police 2,this_is_the_police_2,2018-07-31,76.0,18.0,8.0,395.79333333333335,106.0,3045.7000000000003,31701.2,Weappy Studio,THQ Nordic,0.1969,True,14.99,0,1.0,1,0,0
541210,Cold Waters,cold_waters,2017-06-05,87.0,77.0,334.0,219.02666666666667,416.0,5980.6,17990.9,Killerfish Games,Killerfish Games,0.2476942857142857,True,39.99,0,1.0,0,0,0
312200,Chasm,chasm,2018-07-30,73.0,16.0,1.0,1.2266666666666668,74.0,1856.4,5224.1,"Bit Kid, Inc.","Bit Kid, Inc.",0.34048,True,17.99,0,0.0,0,0,0
