appid,name,slug,release_date,review_score,avg_playtime,players,avg_concurrent_players_after_90,estimated_launch_reviews,estimated_launch_followers,estimated_launch_copies_sold,developer,publisher,avg_sentiment,is_singleplayer,price,is_vet_dev,is_successful,is_sequel,is_q4_release,is_free
834530,Yakuza Kiwami,yakuza_kiwami,2019-02-19,93.0,26.53973139880423,1125754.0,694.9560439560439,1688.9,4465.8,69774.0,Ryu Ga Gotoku Studio,SEGA,0.4178031999999995,True,17.99,0,1.0,0,0,0
927380,Yakuza Kiwami 2,yakuza_kiwami_2,2019-05-09,95.0,31.51714420132793,841179.0,695.7362637362637,1341.6,3528.6000000000004,74624.40000000001,Ryu Ga Gotoku Studio,SEGA,0.5210596999999997,True,29.99,0,1.0,1,0,0
939960,Far Cry New Dawn,far_cry_new_dawn,2019-02-15,75.0,20.146134930709128,1767285.0,3260.879120879121,3052.6000000000004,7960.1,169282.40000000002,Ubisoft Montreal,Ubisoft,0.2194692000000002,True,39.99,1,1.0,0,0,0
1030830,Mafia II: Definitive Edition,mafia_ii_definitive_edition,2020-05-19,73.0,10.311287321174076,2754285.0,1304.032967032967,2491.4,2057.1,152475.0,Hangar 13,2K,0.4271612999999998,True,29.99,0,1.0,1,0,0
1030840,Mafia: Definitive Edition,mafia_definitive_edition,2020-09-24,87.0,10.989716667673566,4421089.0,4295.571428571428,8077.900000000001,13274.5,397894.1,Hangar 13,2K,0.5223542999999996,True,0.0,0,1.0,1,0,1
1086940,Baldur's Gate 3,baldur_s_gate_3,2023-08-03,97.0,111.34823728927228,16448816.0,394901.2637362637,71040.2,96948.4,1546762.0,Larian Studios,Larian Studios,0.7106123000000004,True,59.99,1,1.0,1,0,0
1088710,Yakuza 3 Remastered,yakuza_3_remastered,2021-01-28,81.0,22.97357876241707,490933.0,605.1098901098901,740.1,933.9,38744.6,Ryu Ga Gotoku Studio,SEGA,0.2786426000000006,True,19.99,0,1.0,1,0,0
1091500,Cyberpunk 2077,cyberpunk_2077,2020-12-09,86.0,70.96305282827068,22796751.0,177197.97802197802,80214.8,153773.9,2162963.4,CD PROJEKT RED,CD PROJEKT RED,0.5942828999999993,True,59.99,1,1.0,1,1,0
1105500,Yakuza 4 Remastered,yakuza_4_remastered,2021-01-28,91.0,27.9894384388692,395788.0,437.05494505494505,524.5,740.3000000000001,29475.6,Ryu Ga Gotoku Studio,SEGA,0.2609561000000003,True,19.99,0,1.0,1,0,0
1105510,Yakuza 5 Remastered,yakuza_5_remastered,2021-01-28,89.0,47.146099885209054,310851.0,557.0439560439561,575.1,874.2,28670.1,Ryu Ga Gotoku Studio,SEGA,0.4706883000000008,True,19.99,0,1.0,1,0,0
1113000,Persona 4 Golden,persona_4_golden,2020-06-13,97.0,43.768361670309815,2147623.0,10198.615384615385,6767.8,9757.7,196022.4,ATLUS,SEGA,0.6251180000000005,True,19.99,0,1.0,1,0,0
1172470,Apex Legends,apex_legends,2020-11-04,67.0,101.81352967426436,73694704.0,105105.3956043956,102221.9,57907.7,7369470.4,Respawn,Electronic Arts,0.1855433000000001,False,0.0,0,1.0,0,1,1
1174180,Red Dead Redemption 2,red_dead_redemption_2,2019-12-05,92.0,64.38389210033658,21800242.0,36168.42857142857,74606.40000000001,91975.5,2094018.1,Rockstar Games,Rockstar Games,0.5701986999999998,True,59.99,1,1.0,1,1,0
1235140,Yakuza: Like a Dragon,yakuza_like_a_dragon,2020-11-10,94.0,40.20595148828066,1467470.0,3717.703296703297,2618.3,6937.400000000001,128206.8,Ryu Ga Gotoku Studio,SEGA,0.5274317000000008,True,59.99,0,1.0,1,1,0
1237970,Titanfall 2,titanfall_2,2020-06-18,96.0,13.25011430833632,13191054.0,4553.076923076923,23801.4,22300.9,1245060.3,Respawn Entertainment,Electronic Arts,0.5566690999999999,True,9.89,0,1.0,1,0,0
1238810,Battlefield V,battlefield_v,2020-10-22,71.0,37.06459808082744,17287880.0,4335.186813186813,22680.5,31450.2,1620507.4,DICE,Electronic Arts,0.1475035000000001,True,49.99,0,1.0,0,1,0
1245620,ELDEN RING,elden_ring,2022-02-24,93.0,112.4930024492786,21846361.0,381871.4065934066,79280.90000000001,111862.7,1881526.8,"FromSoftware, Inc.","FromSoftware, Inc.",0.3745691000000011,True,59.99,1,1.0,0,0,0
1388590,Yakuza 6: The Song of Life,yakuza_6_the_song_of_life,2021-03-25,93.0,23.899406001968487,363133.0,536.2857142857143,647.2,1702.0,33489.4,Ryu Ga Gotoku Studio,SEGA,0.5503162000000006,True,19.99,0,1.0,1,0,0
2096600,Crysis 2 Remastered,crysis_2_remastered,2022-11-17,89.0,7.528626949530323,361524.0,303.989010989011,745.6,1264.7,35450.9,Crytek,Crytek,0.3712769230769229,True,29.99,0,1.0,1,1,0
2096610,Crysis 3 Remastered,crysis_3_remastered,2022-11-17,88.0,6.755099780110891,358619.0,236.9450549450549,640.6,1905.9,35131.6,Crytek,Crytek,0.5365024193548388,True,29.99,0,1.0,1,1,0
2208920,Assassin's Creed Valhalla,assassin_s_creed_valhalla,2022-12-06,70.0,40.90163625297305,1608137.0,6131.087912087912,3196.4,7779.5,155167.6,Ubisoft Montreal,Ubisoft,0.3217269000000002,True,19.8,1,1.0,0,1,0
2221920,Immortals Fenyx Rising,immortals_fenyx_rising,2022-12-15,73.0,23.480692990482503,321870.0,343.1868131868132,415.4,1623.7,31724.1,Ubisoft,Ubisoft,0.6033858974358973,True,15.0,1,1.0,0,1,0
2231380,Tom Clancy's Ghost Recon Breakpoint,tom_clancy_s_ghost_recon_breakpoint,2023-01-23,73.0,22.87983542787217,2411745.0,2902.4065934065934,3481.6000000000004,6515.8,232720.1,Ubisoft Paris,Ubisoft,0.3328619000000001,True,12.0,1,1.0,0,0,0
2239550,Watch Dogs: Legion,watch_dogs_legion,2023-01-26,57.0,15.311768587609698,610378.0,943.4065934065934,1056.8,2629.9,59413.7,Ubisoft Toronto,Ubisoft,0.2666736999999998,True,12.0,1,1.0,1,0,0
2369390,Far Cry 6,far_cry_6,2023-05-11,71.0,27.10416640979277,1536221.0,6426.351648351649,2843.4,5471.900000000001,148742.2,Ubisoft Toronto,Ubisoft,0.1765098999999996,True,15.0,1,1.0,0,0,0
