timestamp,player_count
1396310400000,3
1398902400000,47820
1401580800000,34414
1404172800000,3606
1406851200000,1818
1409529600000,1350
1412121600000,1044
1414800000000,2185
1417392000000,1321
1420070400000,1158
1422748800000,636
1425168000000,2943
1427846400000,987
1430438400000,519
1433116800000,1690
1435708800000,1700
1438387200000,1630
1441065600000,512
1443657600000,431
1446336000000,471
1448928000000,552
1451606400000,659
1454284800000,525
1456790400000,1500
1459468800000,950
1462060800000,481
1464739200000,3254
1467331200000,1211
1470009600000,510
1472688000000,512
1475280000000,546
1477958400000,2094
1480550400000,1432
1483228800000,2011
1485907200000,651
1488326400000,1052
1491004800000,792
1493596800000,362
1496275200000,798
1498867200000,959
1501545600000,345
1504224000000,313
1506816000000,356
1509494400000,611
1512086400000,452
1514764800000,577
1517443200000,370
1519862400000,475
1522540800000,337
1525132800000,656
1527811200000,404
1530403200000,403
1533081600000,213
1535760000000,198
1538352000000,1072
1541030400000,629
1543622400000,507
1546300800000,473
1548979200000,674
1551398400000,2867
1554076800000,829
1556668800000,2993
1559347200000,2891
1561939200000,1068
1564617600000,438
1567296000000,869
1569888000000,435
1572566400000,887
1575158400000,597
1577836800000,530
1580515200000,881
1583020800000,922
1585699200000,725
1588291200000,338
1590969600000,462
1593561600000,882
1596240000000,389
1598918400000,321
1601510400000,347
1604188800000,530
1606780800000,438
1609459200000,424
1612137600000,519
1614556800000,586
1617235200000,343
1619827200000,391
1622505600000,354
1625097600000,407
1627776000000,255
1630454400000,712
1633046400000,1230
1635724800000,920
1638316800000,420
1640995200000,403
1643673600000,333
1646092800000,686
1648771200000,328
1651363200000,1873
1654041600000,550
1656633600000,446
1659312000000,596
1661990400000,275
1664582400000,562
1667260800000,434
1669852800000,807
1672531200000,520
1675209600000,391
1677628800000,804
1680307200000,398
1682899200000,251
1685577600000,1306
1688169600000,1143
1690848000000,822
1693526400000,1475
1696118400000,599
1698796800000,2613
1701388800000,940
1704067200000,1182
1706745600000,984
1709251200000,812
1711929600000,537
1714521600000,2218
1717200000000,1592
1719792000000,1566
1722470400000,1024
1725148800000,901
1727740800000,602
1730419200000,839
1733011200000,706
1735689600000,909
1738368000000,678
1740787200000,1242
1743465600000,787
1746057600000,564
1748736000000,1149
1751328000000,787
1754006400000,864
1756684800000,1171
1756857600000,350
1756944000000,329
1757030400000,328
1757116800000,396
1757203200000,430
1757289600000,509
1757376000000,633
1757462400000,690
1757548800000,789
1757635200000,876
1757721600000,1138
1757808000000,1171
1757894400000,865
1757980800000,735
1758067200000,672
1758153600000,593
1758240000000,600
1758326400000,748
1758412800000,739
