recommendationid,steamid,review,timestamp_created,timestamp_updated,voted_up,weighted_vote_score,playtime_forever,playtime_at_review,last_played,raw_json
98221049,76561199070173903,hack go brrr 2,1629914323,1642353854,1,0.5,9106,6876,1752499784,"{""recommendationid"": ""98221049"", ""author"": {""steamid"": ""76561199070173903"", ""num_games_owned"": 0, ""num_reviews"": 11, ""playtime_forever"": 9106, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 6876, ""last_played"": 1752499784}, ""language"": ""english"", ""review"": ""hack go brrr 2"", ""timestamp_created"": 1629914323, ""timestamp_updated"": 1642353854, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98225957,76561198878447782,"its so epic
and a long story so you might wanna get fun",1629920954,1629920954,1,0.5,7144,2409,1747426914,"{""recommendationid"": ""98225957"", ""author"": {""steamid"": ""76561198878447782"", ""num_games_owned"": 29, ""num_reviews"": 4, ""playtime_forever"": 7144, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 2409, ""last_played"": 1747426914}, ""language"": ""english"", ""review"": ""its so epic\nand a long story so you might wanna get fun"", ""timestamp_created"": 1629920954, ""timestamp_updated"": 1629920954, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": true, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98235918,76561199033973097,这是个很好的游戏，带入感也很强。,1629936466,1629936466,1,0.5,3145,2203,1747544402,"{""recommendationid"": ""98235918"", ""author"": {""steamid"": ""76561199033973097"", ""num_games_owned"": 27, ""num_reviews"": 4, ""playtime_forever"": 3145, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 2203, ""last_played"": 1747544402}, ""language"": ""schinese"", ""review"": ""这是个很好的游戏，带入感也很强。"", ""timestamp_created"": 1629936466, ""timestamp_updated"": 1629936466, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98241029,76561198184448418,This documentary of today's world is so good.,1629944786,1629944786,1,0.5,1773,1773,1629944706,"{""recommendationid"": ""98241029"", ""author"": {""steamid"": ""76561198184448418"", ""num_games_owned"": 0, ""num_reviews"": 33, ""playtime_forever"": 1773, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 1773, ""last_played"": 1629944706}, ""language"": ""schinese"", ""review"": ""This documentary of today's world is so good."", ""timestamp_created"": 1629944786, ""timestamp_updated"": 1629944786, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98245447,76561198983540246,good，建议和朋友一起，不然没意思,1629952182,1629952182,1,0.5,7269,6897,1657010237,"{""recommendationid"": ""98245447"", ""author"": {""steamid"": ""76561198983540246"", ""num_games_owned"": 0, ""num_reviews"": 1, ""playtime_forever"": 7269, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 6897, ""last_played"": 1657010237}, ""language"": ""schinese"", ""review"": ""good，建议和朋友一起，不然没意思"", ""timestamp_created"": 1629952182, ""timestamp_updated"": 1629952182, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98256989,76561198207864744,"После мрачного Чикаго с Эйденом Пирсоном и конченной русской озвучкой, WD 2 играется в разы приятнее. Озвучка хороша, юмор есть, сюжет хоть и прост, но достойный. Саундтреки на любителя, езда нормальная в отличии от первой части и с нее же перекочевали старые персонажи. Брал с фул паком длс за 800 вечно деревянных. Нет любимых точек синхронизации здесь (в первой части взламывали щитки ctOS чтобы открыть карту), благо от нее отказались. Фриран, взлом и простое исследование города выглядят хорошо.",1629973516,1629973516,1,0.5,2728,1848,1738852226,"{""recommendationid"": ""98256989"", ""author"": {""steamid"": ""76561198207864744"", ""num_games_owned"": 326, ""num_reviews"": 62, ""playtime_forever"": 2728, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 1848, ""last_played"": 1738852226}, ""language"": ""russian"", ""review"": ""После мрачного Чикаго с Эйденом Пирсоном и конченной русской озвучкой, WD 2 играется в разы приятнее. Озвучка хороша, юмор есть, сюжет хоть и прост, но достойный. Саундтреки на любителя, езда нормальная в отличии от первой части и с нее же перекочевали старые персонажи. Брал с фул паком длс за 800 вечно деревянных. Нет любимых точек синхронизации здесь (в первой части взламывали щитки ctOS чтобы открыть карту), благо от нее отказались. Фриран, взлом и простое исследование города выглядят хорошо."", ""timestamp_created"": 1629973516, ""timestamp_updated"": 1629973516, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98259555,76561199042788261,666666,1629977547,1629977547,1,0.5,9950,7545,1750327467,"{""recommendationid"": ""98259555"", ""author"": {""steamid"": ""76561199042788261"", ""num_games_owned"": 44, ""num_reviews"": 8, ""playtime_forever"": 9950, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 7545, ""last_played"": 1750327467}, ""language"": ""schinese"", ""review"": ""666666"", ""timestamp_created"": 1629977547, ""timestamp_updated"": 1629977547, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98263054,76561198275447104,强烈推荐,1629982483,1629982483,1,0.5,4241,2302,1631115875,"{""recommendationid"": ""98263054"", ""author"": {""steamid"": ""76561198275447104"", ""num_games_owned"": 0, ""num_reviews"": 3, ""playtime_forever"": 4241, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 2302, ""last_played"": 1631115875}, ""language"": ""schinese"", ""review"": ""强烈推荐"", ""timestamp_created"": 1629982483, ""timestamp_updated"": 1629982483, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98264750,76561197998710339,Very good game but story is shit !,1629984716,1629984716,1,0.5,9399,4103,1760024349,"{""recommendationid"": ""98264750"", ""author"": {""steamid"": ""76561197998710339"", ""num_games_owned"": 0, ""num_reviews"": 26, ""playtime_forever"": 9399, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 4103, ""last_played"": 1760024349}, ""language"": ""french"", ""review"": ""Very good game but story is shit !"", ""timestamp_created"": 1629984716, ""timestamp_updated"": 1629984716, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
98266198,76561198417863164,1336,1629986408,1629986408,1,0.5,312,312,1629907220,"{""recommendationid"": ""98266198"", ""author"": {""steamid"": ""76561198417863164"", ""num_games_owned"": 41, ""num_reviews"": 5, ""playtime_forever"": 312, ""playtime_last_two_weeks"": 0, ""playtime_at_review"": 312, ""last_played"": 1629907220}, ""language"": ""russian"", ""review"": ""1336"", ""timestamp_created"": 1629986408, ""timestamp_updated"": 1629986408, ""voted_up"": true, ""votes_up"": 0, ""votes_funny"": 0, ""weighted_vote_score"": 0.5, ""comment_count"": 0, ""steam_purchase"": true, ""received_for_free"": false, ""written_during_early_access"": false, ""primarily_steam_deck"": false}"
