timestamp,player_count
1477958400000,18061
1480550400000,16644
1483228800000,9932
1485907200000,3283
1488326400000,3524
1491004800000,2521
1493596800000,1329
1496275200000,3075
1498867200000,3291
1501545600000,1231
1504224000000,966
1506816000000,931
1509494400000,5866
1512086400000,3846
1514764800000,4807
1517443200000,3112
1519862400000,3900
1522540800000,1961
1525132800000,4857
1527811200000,2044
1530403200000,2085
1533081600000,1010
1535760000000,847
1538352000000,5038
1541030400000,2797
1543622400000,2798
1546300800000,3545
1548979200000,4531
1551398400000,9794
1554076800000,3001
1556668800000,8125
1559347200000,8016
1561939200000,5058
1564617600000,1772
1567296000000,2359
1569888000000,1358
1572566400000,2290
1575158400000,2060
1577836800000,2429
1580515200000,3735
1583020800000,3147
1585699200000,2603
1588291200000,1119
1590969600000,2608
1593561600000,4809
1596240000000,1721
1598918400000,1472
1601510400000,1285
1604188800000,2535
1606780800000,2309
1609459200000,1681
1612137600000,2397
1614556800000,2328
1617235200000,1412
1619827200000,1500
1622505600000,1318
1625097600000,1478
1627776000000,785
1630454400000,2720
1633046400000,3395
1635724800000,2841
1638316800000,1608
1640995200000,1649
1643673600000,1526
1646092800000,2357
1648771200000,1136
1651363200000,4332
1654041600000,1585
1656633600000,1360
1659312000000,3031
1661990400000,991
1664582400000,2363
1667260800000,1538
1669852800000,2582
1672531200000,1911
1675209600000,853
1677628800000,3962
1680307200000,1596
1682899200000,812
1685577600000,5296
1688169600000,3553
1690848000000,2828
1693526400000,3594
1696118400000,1733
1698796800000,5390
1701388800000,2063
1704067200000,2617
1706745600000,2297
1709251200000,2015
1711929600000,1068
1714521600000,3004
1717200000000,6237
1719792000000,6181
1722470400000,3442
1725148800000,2754
1727740800000,1641
1730419200000,2307
1733011200000,2331
1735689600000,2450
1738368000000,1495
1740787200000,3796
1743465600000,2397
1746057600000,1247
1748736000000,2216
1751328000000,2164
1754006400000,1254
1756684800000,7391
1756857600000,698
1756944000000,661
1757030400000,745
1757116800000,893
1757203200000,840
1757289600000,2498
1757376000000,4001
1757462400000,4617
1757548800000,5444
1757635200000,5720
1757721600000,7118
1757808000000,7391
1757894400000,5290
1757980800000,4391
1758067200000,3656
1758153600000,3231
1758240000000,3362
1758326400000,3325
1758412800000,2816
1758499200000,2247
1758585600000,2265
1758672000000,2112
1758758400000,1844
1758844800000,2020
1758931200000,1986
1759017600000,1946
1759104000000,1582
1759190400000,2711
1759276800000,2942
1759363200000,3298
1759449600000,3427
1759536000000,3725
1759622400000,4017
1759708800000,3687
1759795200000,3063
1759881600000,2813
1759968000000,2532
1760054400000,2358
1760140800000,2638
1760227200000,2414
1760313600000,1831
1760400000000,1762
1760486400000,1659
1760572800000,1581
1760659200000,1830
1760745600000,2064
1760832000000,1796
1760918400000,1451
1761004800000,1385
1761091200000,1310
1761177600000,1283
1761264000000,1473
1761350400000,1666
1761436800000,1416
1761523200000,1111
1761609600000,1147
1761696000000,1060
1761782400000,1066
1761868800000,1237
1761955200000,1309
1761977346000,869
1761980929000,928
1761984435000,1014
1761988030000,1048
1761991563000,1014
1761995212000,1057
1761998889000,1179
1762002443000,1290
1762006024000,1309
1762009612000,1250
1762013281000,1020
1762016807000,890
1762020427000,773
1762024027000,747
1762027621000,641
1762031290000,573
1762034843000,534
1762038397000,510
1762042010000,478
1762045622000,520
1762049256000,639
1762052760000,768
1762056490000,810
1762060191000,936
1762063738000,981
1762067330000,940
1762070930000,987
1762074481000,1009
1762078022000,986
1762081628000,980
1762085229000,1053
1762088839000,1143
1762092437000,1251
1762096007000,1116
1762099626000,948
1762103212000,878
1762106907000,755
1762110414000,739
1762114046000,678
1762117598000,599
1762121299000,540
1762124832000,465
1762128432000,419
1762132044000,432
