timestamp,player_count
1762135592000,416
1762139387000,425
1762142964000,466
1762146563000,554
1762150135000,460
1762153743000,488
1762157537000,497
1762161015000,586
1762164608000,631
1762168125000,668
1762171811000,769
1762175335000,936
1762178889000,1040
1762182427000,929
1762186029000,718
1762189630000,595
1762193221000,541
1762196821000,551
1762200447000,526
1762204048000,463
1762207648000,423
1762211182000,386
1762214813000,371
1762218415000,411
1762222057000,417
1762225708000,463
1762229449000,462
1762233091000,544
1762236603000,457
1762240184000,472
1762243725000,506
1762247322000,588
1762250986000,654
1762254698000,690
1762258204000,773
1762261848000,959
1762265261000,993
1762268831000,885
1762272484000,733
1762276041000,651
1762279618000,580
1762283238000,500
1762286853000,483
1762290419000,429
1762294121000,377
1762297739000,352
1762301332000,378
1762304884000,355
1762308541000,373
1762312154000,417
1762315779000,438
1762319366000,478
1762323061000,432
1762326684000,455
1762330336000,503
1762333813000,611
1762337287000,593
1762340924000,628
1762344555000,746
1762348042000,847
1762351629000,909
1762355196000,866
1762358770000,655
1762362465000,534
1762366101000,498
1762369645000,456
1762373346000,417
1762376932000,389
1762380520000,327
1762384133000,310
1762387774000,341
1762391313000,328
1762395002000,362
1762398600000,403
1762402164000,428
1762405881000,494
1762409497000,427
1762413089000,476
1762416677000,499
1762420179000,551
1762423704000,584
1762427334000,643
1762430948000,743
1762434547000,872
1762438042000,961
1762441630000,839
1762445238000,682
1762448838000,558
1762452439000,528
1762456009000,514
1762459731000,472
1762463238000,404
1762466838000,356
1762470531000,331
1762474101000,324
1762477668000,331
1762481334000,321
1762485014000,371
1762488585000,429
1762492130000,494
1762495927000,504
1762499493000,469
1762503073000,563
1762506577000,630
1762510153000,653
1762513738000,781
1762517237000,918
1762520835000,993
1762524427000,1077
1762528107000,1003
1762531614000,846
1762535305000,679
1762538770000,584
1762542436000,534
1762546003000,532
1762549659000,461
1762553239000,447
1762556837000,392
1762560394000,363
1762564034000,406
1762567664000,526
1762571381000,654
1762575026000,686
1762578532000,805
1762582118000,864
1762585782000,893
1762589403000,923
1762592975000,1026
1762596426000,1040
1762600025000,1073
1762603615000,1132
1762607220000,1171
1762610840000,1305
1762614427000,1201
1762618065000,1020
1762621619000,873
1762625233000,748
1762628791000,698
1762632434000,661
1762635981000,582
1762639624000,494
1762643242000,471
1762646839000,461
1762650400000,488
1762654028000,571
1762657638000,740
1762661414000,774
1762664946000,850
1762668578000,880
1762672183000,897
1762675747000,931
1762679394000,916
1762682949000,890
1762686564000,908
1762690166000,1007
1762693750000,1063
1762697330000,1132
1762700927000,996
1762704470000,834
1762708131000,734
1762711739000,683
1762715346000,648
1762718959000,607
1762722576000,569
1762726148000,523
1762729744000,434
1762733421000,403
1762737014000,392
1762740471000,383
1762744146000,403
1762747786000,411
1762751333000,467
1762754993000,373
1762758576000,438
1762762379000,458
1762765964000,539
1762769480000,591
1762772935000,605
1762776630000,727
1762780145000,862
1762783726000,918
1762787302000,794
1762790848000,655
1762794508000,572
1762798157000,519
1762801778000,490
1762805353000,462
1762808967000,404
1762812063000,394
1762816152000,372
1762819805000,336
1762823425000,370
1762827011000,372
1762830513000,391
1762834144000,428
1762837955000,467
1762841517000,419
1762845105000,431
1762848688000,467
1762852291000,583
1762855810000,597
1762859356000,617
1762862954000,708
1762866619000,820
1762870174000,923
1762873662000,828
1762877255000,669
1762881029000,586
1762884593000,559
1762888196000,532
1762891816000,505
1762895279000,458
1762898914000,404
1762902599000,270
1762906117000,366
1762909745000,355
1762913378000,352
1762917033000,404
1762920564000,417
1762924215000,518
1762927787000,451
1762931500000,475
1762935034000,520
1762938595000,588
1762942162000,576
1762945784000,614
1762949395000,735
1762952953000,836
1762956410000,931
1762960043000,849
1762963602000,638
1762967227000,526
1763629217000,518
1763633240000,543
1763636809000,579
1763640458000,644
1763643995000,740
1763647720000,826
1763651199000,728
1763654823000,609
1763658459000,542
1763662124000,538
1763665457000,516
1763669322000,453
1763672989000,386
1763676561000,341
1763680207000,327
1763683809000,361
1763687375000,367
1763690968000,381
1763694608000,407
1763698159000,439
1763701806000,507
1763705452000,464
1763709024000,484
1763712676000,513
1763716135000,552
1763719846000,604
1763723462000,671
1763726956000,762
1763730487000,923
1763734061000,944
1763737641000,931
1763740865000,810
1763744855000,628
1763748590000,585
1763752151000,533
1763755770000,483
1763759455000,447
1763763031000,432
1763766575000,393
1763770100000,398
1763773772000,423
1763777342000,458
1763780973000,580
1763784620000,603
1763788195000,717
1763791731000,752
1763795365000,761
1763798959000,821
1763802513000,912
1763806080000,876
1763809609000,915
1763813229000,1066
1763816900000,1051
1763820562000,1093
1763824129000,992
1763827705000,853
1763831254000,751
1763834923000,703
1763838547000,669
1763842166000,661
1763845706000,688
1763849352000,636
1763852949000,584
1763856549000,615
1763860150000,668
1763863758000,786
1763867453000,936
1763870995000,1070
1763874546000,1234
1763878037000,1386
1763881594000,1502
1763885228000,1633
1763888808000,1720
1763892354000,1643
1763895946000,1712
1763899623000,1971
1763903137000,2141
1763906716000,2379
1763910239000,2257
1763913878000,1813
1763917503000,1594
1763921096000,1442
1763924689000,1439
1763928299000,1363
1763931907000,1170
1763935442000,1111
1763939084000,934
1763942676000,939
1763946291000,966
1763949893000,995
1763953490000,1086
1763957187000,1275
1763960792000,1708
1763964369000,1377
1763968019000,1353
1763971589000,1547
1763975254000,1848
1763978686000,2060
1763982215000,2077
1763985892000,2383
1763989426000,2837
1763993039000,3231
1763996615000,2837
1764000198000,2196
1764003857000,1594
1764007470000,1430
1764011003000,1332
1764014641000,1224
1764018294000,1172
1764021871000,1070
1764025475000,1033
1764029042000,1001
1764032620000,1112
1764036257000,1202
1764039880000,1406
1764043528000,1621
1764047095000,2185
1764050674000,1809
1764054214000,1712
1764057844000,1927
1764061468000,2295
1764065080000,2453
1764068664000,2444
1764072274000,2828
1764075677000,3299
1764079469000,3787
1764083033000,3343
1764086685000,2459
1764090213000,1966
1764093806000,1663
1764097462000,1585
1764101052000,1504
1764104633000,1316
1764108267000,1198
1764111852000,0
1764115458000,1123
1764119054000,1174
1764122653000,1306
1764126255000,1555
1764129848000,1731
1764133493000,2251
1764137071000,1932
1764140672000,1865
1764144268000,2055
1764147867000,2416
1764151492000,2573
1764155085000,2453
1764158652000,2824
1764162279000,3409
1764165858000,3974
1764169455000,3589
1764173059000,2714
1764176653000,2154
1764180258000,1882
1764183844000,1780
1764187459000,1607
1764191033000,1466
1764194594000,1253
1764198255000,1145
1764201850000,1110
1764205431000,1215
1764209048000,1353
1764212654000,1629
1764216279000,1788
1764219885000,2428
1764223468000,2038
1764227067000,1988
1764230662000,2189
1764234260000,2584
1764237938000,2739
1764241449000,2700
1764245003000,3067
1764248654000,3733
1764252262000,4169
1764255856000,3728
1764259454000,2827
1764263061000,2263
1764266605000,2049
1764270253000,1858
1764273856000,1630
1764277480000,1482
1764281054000,1257
1764284648000,1184
1764288248000,1211
1764291788000,1225
1764295456000,1387
1764299051000,1732
1764302607000,1864
1764306324000,2422
1764309862000,2220
1764313469000,2235
1764317026000,2409
1764320628000,2876
1764324193000,2967
1764327805000,3206
1764331511000,3812
1764334996000,4221
1764338658000,4451
1764342251000,4366
1764345808000,3666
1764349410000,2967
1764353073000,2506
1764356655000,2131
1764360248000,1934
1764363825000,1757
1764367451000,1553
1764371051000,1456
1764374656000,1322
1764378227000,1636
1764381853000,1947
1764385420000,2434
1764389106000,2703
1764392680000,3162
1764396216000,3470
1764399805000,3627
1764403455000,3773
1764407032000,3835
1764410608000,3847
1764414242000,3951
1764417849000,4382
1764421462000,4618
1764425053000,4754
1764428637000,4620
1764432257000,3927
1764435893000,3219
1764439420000,2791
1764443053000,2384
1764446684000,2207
1764450228000,2039
1764453824000,1809
1764457399000,1573
1764461043000,1555
1764464629000,1661
1764468250000,2053
1764471856000,2585
1764475428000,2798
1764479063000,3279
1764482646000,3508
1764486200000,3702
1764489847000,3840
1764493433000,3810
1764497029000,3582
1764500628000,3529
1764504311000,3921
1764507858000,4284
1764511437000,4679
1764515041000,4148
1764518651000,3289
1764522258000,2730
1764525846000,2487
1764529455000,2398
1764533034000,2072
1764536655000,1888
1764540266000,1738
1764543852000,1529
1764547454000,1407
1764551051000,1466
1764554686000,1505
1764558092000,1674
1764561868000,1738
1764565441000,2266
1764569075000,1967
